#{"t_start": 1715762824.3744938, "env_id": "None"}
r,l,t,num_wraps,c
-72.383554,60,385.675238,0.14343847880233682,0
-72.98289,58,387.155153,0.9195242859877475,0
-28.103939,23,387.763715,0.7509577295275277,0
-72.540607,60,389.362963,0.0,0
-71.171251,60,390.855811,0.0,0
-69.952165,60,392.323659,0.0,0
-72.319564,60,393.811921,0.02667384766644641,0
-68.450678,60,395.177481,0.0,0
-18.839265,15,395.554339,0.7541951869326918,0
-17.863964,15,395.91479,0.7547909988363075,0
-72.963793,60,397.351236,0.29958328041941507,0
-70.344759,60,398.749922,0.0,0
-25.934272,22,399.23384,0.7515626527912113,0
-23.294904,18,399.653358,0.7517692918270014,0
-19.022011,15,399.963808,0.7501559564599743,0
-71.767747,60,401.35458,0.12028869900514694,0
-68.94886,60,402.770477,0.25738671117339507,0
-68.028965,60,404.102829,0.0,0
-71.586749,60,405.569289,0.0,0
-70.413835,60,407.035305,0.0881308949023867,0
-25.277167,21,407.533373,0.7506177427764177,0
-20.549347,16,407.943564,0.7532677130806297,0
-20.536474,16,408.306963,0.7530629001316093,0
-69.832623,60,409.74929,0.3220913809935851,0
-22.177473,17,410.149376,0.7518755022880337,0
-23.711346,19,410.599036,0.7548974478885302,0
-70.677555,60,412.003371,0.17219080138260803,0
-18.1215,14,412.296605,0.7611453111871029,0
-19.512444,15,412.635007,0.7553491429311123,0
-71.132019,60,414.067462,0.10467384085603407,0
-71.665588,60,415.494093,0.1375016943694395,0
-69.840913,60,417.268132,0.08828866025577281,0
-70.184547,60,418.641226,0.0,0
-74.066112,60,420.016439,0.0,0
-19.65017,15,420.363436,0.7537497273945347,0
-72.742034,60,421.741967,0.0,0
-20.942198,16,422.136153,0.7566666363164103,0
-20.722543,16,422.513756,0.7539953492985993,0
-70.600077,60,423.995363,0.0,0
-17.631436,14,424.326007,0.7513694965377419,0
-70.709628,60,425.749513,0.14928922025046598,0
-70.431591,60,427.148832,0.0,0
-20.931584,16,427.476733,0.76308181701106,0
-71.49494,60,428.845073,0.26286583138271996,0
-70.230825,60,430.28308,0.07841285987734942,0
-30.191719,25,430.860777,0.7535416514463118,0
-19.810382,15,431.193974,0.7545789956138116,0
-19.216052,15,431.509461,0.7570750744913562,0
-18.402319,14,431.841172,0.7575269809523705,0
-72.677305,60,433.242381,0.17262740373015864,0
-20.35874,16,433.60933,0.7574741133968783,0
-23.420334,18,434.055172,0.7533208435024914,0
-71.606487,60,435.437596,0.010982690917137376,0
-69.03483,60,436.84155,0.10210417643948105,0
-27.144556,22,437.391168,0.7505652148929095,0
-26.798548,20,437.878466,0.752516045243714,0
-70.897551,60,439.363771,0.01061590068338231,0
-68.620964,60,440.840896,0.0,0
-19.429277,15,441.218071,0.7528675391498657,0
-66.903147,60,442.646913,0.06329785192504372,0
-21.950719,17,443.075135,0.7556432722716546,0
-69.970169,60,444.590081,0.0,0
-68.47152,60,446.065004,0.15825406726669713,0
-65.596291,60,447.469862,0.0758444754423331,0
-68.727908,60,448.886409,0.0,0
-68.481931,60,450.288654,0.09629722286420686,0
-20.531142,16,450.665152,0.755533149221297,0
-19.90899,16,451.064939,0.7512726582400707,0
-66.276284,60,452.520327,0.05703713920324189,0
-16.739013,13,452.812754,0.7578038131952869,0
-67.317984,60,454.149876,0.0,0
-21.490218,17,454.560407,0.7506536781793004,0
-20.687186,16,454.915246,0.7571781092965035,0
-19.200391,15,455.277519,0.7558421047076408,0
-21.866839,17,455.648205,0.750308463515938,0
-23.514392,19,456.100235,0.7547621548679889,0
-70.616439,60,457.469512,0.05584261189663159,0
-71.165838,60,458.916373,0.0,0
-23.232729,19,459.400899,0.7514658246436663,0
-69.837609,60,460.854742,0.009482838013930694,0
-70.699432,60,462.339308,0.08283931076411602,0
-69.764962,60,463.745112,0.22577135796529685,0
-22.080529,17,464.165398,0.754018947830394,0
-19.834858,15,464.528208,0.7588003740707262,0
-26.27528,22,465.097655,0.7553809191039769,0
-69.251966,60,466.594764,0.07794196361573891,0
-20.659744,16,466.93696,0.7585636645589364,0
-20.32269,16,467.287703,0.7615601384668219,0
-24.326233,19,467.74799,0.7597006276659192,0
-19.979347,15,468.07759,0.7603630198083056,0
-69.145557,60,469.473532,0.17272265512224066,0
-23.047819,18,469.878642,0.7515128473333164,0
-69.749262,60,471.28023,0.09385083805089854,0
-24.782734,19,471.708661,0.755031317401404,0
-20.338439,16,472.099078,0.7544840821961819,0
-21.718123,17,472.486639,0.7535053469169158,0
-21.783199,17,472.885322,0.7546710274696368,0
-69.41707,60,474.299783,0.13916668060094547,0
-69.86872,60,475.625923,0.11654739455579066,0
-17.633295,14,475.938436,0.7571438912116757,0
-68.703326,60,477.425781,0.1190820790313229,0
-22.694794,19,477.899966,0.7518997681649828,0
-70.095556,60,479.33683,0.0,0
-69.919436,60,480.781878,0.14073477070783086,0
-67.722395,60,482.264032,0.08522524758623722,0
-18.073216,14,482.625655,0.761197646670492,0
-20.897705,16,483.010114,0.7504143511793875,0
-22.254347,17,483.388808,0.7542765758409893,0
-72.634042,60,484.823717,0.0,0
-38.446008,33,485.673772,0.752010991125428,0
-22.146942,17,486.033809,0.7522072883706514,0
-19.605852,16,486.397589,0.7502936881833167,0
-70.114981,60,487.784615,0.0,0
-19.350877,15,488.11064,0.7527379142511837,0
-17.871502,14,488.410813,0.7586763357588657,0
-15.157408,12,488.662865,0.7514946215100132,0
-19.043942,15,488.98793,0.7524765363633128,0
-18.893122,15,489.330803,0.7603061812127762,0
-15.09094,12,489.61149,0.7580769186780641,0
-27.8646,24,490.240217,0.750411894873585,0
-16.232139,13,490.536147,0.7524819266872733,0
-69.581655,60,491.992089,0.0,0
-71.043935,60,493.444917,0.08485434754649204,0
-70.013565,60,494.869897,0.15116851706273382,0
-21.071826,17,495.26036,0.7554480878072446,0
-21.542427,17,495.664166,0.7576120076988718,0
-21.773407,17,496.050708,0.7540341657300721,0
-16.264076,13,496.338568,0.7578390703332979,0
-20.535282,16,496.712724,0.7546489235649874,0
-20.538454,16,497.106338,0.7554022815573435,0
-17.448,14,497.432089,0.7504520592950331,0
-20.586008,16,497.7944,0.7541218081597312,0
-22.886333,18,498.229801,0.7569060014531096,0
-22.758789,18,498.669591,0.7533480596094443,0
-19.111388,15,498.996471,0.7542522569818839,0
-20.355964,16,499.359421,0.7506103100070484,0
-67.527413,60,500.786751,0.05944758311538146,0
-46.04437,35,507.317584,0.7515405017584604,0
-20.262575,16,507.692902,0.7539693373834913,0
-22.155566,17,508.098165,0.7505553513347215,0
-19.703244,16,508.491559,0.7561273026192601,0
-20.621976,16,508.887033,0.7520793612114774,0
-68.319196,60,510.468865,0.19436369575478146,0
-68.861848,60,512.074585,0.06373880832683408,0
-21.665458,17,512.5095,0.7539430484347107,0
-19.04404,15,512.88616,0.7593017513216311,0
-22.044854,17,513.320376,0.754874143559503,0
-20.198252,16,513.716099,0.751620475012403,0
-28.882432,24,514.382167,0.7535352161244094,0
-19.189481,15,514.736604,0.7565344389014843,0
-19.716485,15,515.123552,0.7659841986350019,0
-21.487655,17,515.546568,0.7617092087478256,0
-67.943425,60,516.94171,0.11436004395399575,0
-65.129784,60,518.346409,0.0014560122091670606,0
-68.07714,60,519.722893,0.0,0
-20.66028,16,520.102386,0.7546281657771041,0
-66.065681,60,521.500818,0.10787100501108313,0
-67.894168,60,522.949679,0.2806841894133936,0
-17.640669,14,523.263495,0.7593878775061785,0
-20.072254,16,523.660541,0.7548639986315183,0
-18.36183,14,524.013639,0.7533821978802681,0
-66.43905,60,525.559431,0.0,0
-19.561899,15,525.91067,0.7615729991821041,0
-19.102951,15,526.281473,0.7508385207989254,0
-20.580438,16,526.653791,0.7579357423809516,0
-68.433527,60,528.095373,0.0666009079185566,0
-67.906977,60,529.640417,0.2620060508267331,0
-22.250026,17,530.052638,0.7501591903319135,0
-19.082675,15,530.397635,0.7517841632454642,0
-69.838826,60,531.851051,0.011607966582959244,0
-19.856712,15,532.185199,0.7572772870362579,0
-22.925664,18,532.626156,0.7510078181096015,0
-24.252103,20,533.106218,0.7517577805964817,0
-16.231959,13,533.412991,0.7522278518214565,0
-19.636149,15,533.776481,0.7537519573230937,0
-66.018088,60,535.185414,0.053350815021412104,0
-17.558085,14,535.554525,0.7587037432628219,0
-15.15037,13,535.88738,0.7513895542746054,0
-67.43964,60,537.495995,0.0,0
-18.368719,14,537.81455,0.7626870290795662,0
-20.107436,15,538.188895,0.7581744567887305,0
-18.110618,14,538.539817,0.7576454482379357,0
-21.985283,17,538.987391,0.7523820330329763,0
-20.636683,16,539.395738,0.7550239107338934,0
-67.153995,60,540.8964,0.12457553505401242,0
-19.83811,16,541.284319,0.7512634522631364,0
-20.694015,16,541.683801,0.7591664678733067,0
-15.169704,12,541.959582,0.7516718030140065,0
-20.694475,16,542.377361,0.7613683938405237,0
-21.176238,16,542.774572,0.7513145178073656,0
-16.208889,13,543.089455,0.7546680643671482,0
-18.549799,15,543.442585,0.7583171570439955,0
-20.890327,16,543.821266,0.7521930002286256,0
-20.241553,16,544.179014,0.7576058466665614,0
-20.366445,16,544.535447,0.7577738877180428,0
-16.636877,13,544.842078,0.7599314333944364,0
-16.43909,13,545.136611,0.7502686420513189,0
-67.975339,60,546.532456,0.009697939102090332,0
-22.077126,17,546.941525,0.7508955250933795,0
-19.970801,15,547.29357,0.7563443468045302,0
-24.433009,19,547.76841,0.7547624256591402,0
-20.57726,16,548.138282,0.757823000858106,0
-67.482631,60,549.559725,0.32165332787405937,0
-19.906115,16,549.921901,0.759831237689461,0
-19.399244,15,550.239974,0.7554565166773006,0
-19.925336,15,550.590488,0.7562763163968476,0
-23.166751,18,551.00889,0.7539119659512988,0
-67.115068,60,552.371782,0.12885767408850599,0
-17.920129,14,552.735984,0.7556907921532248,0
-20.862865,17,553.10901,0.7578824897909682,0
-74.195461,60,554.490773,0.0,0
-20.327455,16,554.884515,0.751837676696856,0
-16.51134,13,555.156023,0.7590110693278277,0
-19.092405,15,555.471698,0.7557813897231244,0
-22.430518,18,555.886316,0.7554487302164792,0
-28.332627,23,556.451824,0.753765381628376,0
-67.46634,60,557.803184,0.0,0
-21.575354,17,558.217407,0.750019540066484,0
-19.898892,15,558.590012,0.7517772135552764,0
-68.306768,60,559.995841,0.047168606335427396,0
-20.718918,16,560.367175,0.7529066751470326,0
-69.285863,60,561.753943,0.0,0
-20.890118,16,562.104602,0.7568793610390584,0
-29.719656,25,562.716787,0.7500206828285593,0
-15.396573,12,562.99959,0.7567559956926475,0
-19.295883,15,563.370536,0.7598072083485817,0
-68.453554,60,564.79323,0.13867641019793148,0
-19.803695,15,565.154025,0.7592760521507655,0
-21.02777,16,565.528626,0.7539975130267965,0
-23.854315,19,565.978148,0.7511221618944953,0
-22.114506,17,566.373064,0.7547384866994606,0
-16.64018,13,566.681507,0.7619068127911389,0
-18.89689,15,567.035148,0.7509350379803463,0
-19.147623,15,567.36747,0.7513083728099016,0
-18.762551,14,567.694358,0.7504258335283718,0
-38.981923,34,568.538611,0.750078541633081,0
-24.099043,19,568.981119,0.7523474767618615,0
-20.703144,16,569.355471,0.7520825818318398,0
-70.175332,60,570.759258,0.054198560207976566,0
-67.303423,60,572.168266,0.17764053185168577,0
-20.70853,16,572.533055,0.7505858872996157,0
-67.708801,60,573.947377,0.0,0
-68.405006,60,575.382502,0.0,0
-14.203914,11,575.642948,0.7653241306243845,0
-18.982565,15,576.002304,0.7528394862910223,0
-68.311353,60,577.459005,0.0,0
-19.270048,15,577.821336,0.7558694027670492,0
-15.165826,12,578.10905,0.7524604138771215,0
-14.217348,11,578.373769,0.7573781304769928,0
-19.041204,15,578.721679,0.7545116222169036,0
-69.108784,60,580.119444,0.0,0
-68.149057,60,581.529817,0.04723407463723092,0
-69.98582,60,582.859087,0.058424113173644175,0
-22.755499,18,583.278275,0.7502323946441197,0
-24.786541,21,583.770361,0.7513783939515192,0
-20.116776,16,584.167321,0.75051963563638,0
-34.201843,30,584.92697,0.7511456141465628,0
-69.400941,60,586.337799,0.0925977075524428,0
-25.462325,20,586.84544,0.7504964963825933,0
-32.743562,28,587.4787,0.7524051446392971,0
-69.21019,60,588.801932,0.01351735214636272,0
-20.832731,17,589.170613,0.7509439741976621,0
-19.363052,15,589.507288,0.763292964994148,0
-69.602812,60,590.997702,0.21154372532256874,0
-19.793444,15,591.353957,0.7570978123477008,0
-23.423302,19,591.820589,0.7536919343398704,0
-19.620422,15,592.142897,0.7520404023768401,0
-15.449666,12,592.414858,0.76588070273409,0
-25.3816,21,592.952696,0.7526703275855421,0
-22.054178,18,593.366901,0.7560285442879114,0
-20.039807,16,593.722325,0.7526265035051651,0
-39.577344,34,594.591984,0.7507764983778369,0
-68.435461,60,596.010867,0.0,0
-19.151513,15,596.376967,0.7647430969813335,0
-68.235919,60,597.777696,0.0,0
-16.213123,13,598.095398,0.7543226617076718,0
-28.512245,23,598.657786,0.7520216819603031,0
-68.49067,60,600.075474,0.030026617425540296,0
-21.025674,17,600.497479,0.7506569151360536,0
-17.248363,14,600.826792,0.7530514528872497,0
-17.791335,14,601.13961,0.7562345342886352,0
-68.339202,60,602.584039,0.0207682121210885,0
-21.537257,17,602.985208,0.7538739926715063,0
-21.123069,17,603.386863,0.7503639019452683,0
-67.20411,60,604.786634,0.0,0
-67.904348,60,606.167712,0.1008123510599976,0
-20.993291,16,606.553323,0.7550368759015659,0
-19.381377,15,606.945875,0.7520986587373585,0
-18.337177,14,607.260015,0.7578386324902477,0
-68.470671,60,608.696405,0.0,0
-21.697076,17,609.10092,0.75003702437957,0
-20.181319,16,609.474361,0.7627699520300415,0
-25.57384,22,609.991001,0.7501373084281963,0
-19.402282,15,610.343173,0.7503288195843537,0
-19.876955,15,610.676782,0.7521179790996009,0
-67.955226,60,612.101524,0.033854808919233655,0
-23.302301,20,612.573085,0.750855341324425,0
-19.851114,15,612.904705,0.7588123329904534,0
-68.643284,60,614.260012,0.02190971378846611,0
-14.088777,11,614.496341,0.7530270493491961,0
-67.440887,60,615.900441,0.0,0
-69.891268,60,617.279825,0.0,0
-33.082752,28,618.011332,0.7527204063322616,0
-18.145055,14,618.309486,0.7510065075213305,0
-28.830722,24,618.876851,0.7500556887194462,0
-67.957229,60,620.290112,0.049724118981155634,0
-68.099628,60,621.717459,0.0,0
-25.50373,20,622.205629,0.7515654182942159,0
-28.650619,23,622.814631,0.7509416213094257,0
-16.964287,13,623.117986,0.7518383460008534,0
-68.138538,60,624.564934,0.027501246153350065,0
-18.998942,15,624.917998,0.7589393443238553,0
-19.28242,15,625.276953,0.7572024097307998,0
-15.269381,12,625.544262,0.758945597409924,0
-16.883637,13,625.815853,0.7597811383043309,0
-76.680938,60,632.740548,0.0,0
-19.548755,15,633.076422,0.7504925544006663,0
-16.76805,13,633.393889,0.7546474389437873,0
-16.781024,13,633.802347,0.757687455899719,0
-16.53597,13,634.141175,0.7517624487516534,0
-27.726641,23,634.784178,0.7530623458377792,0
-19.535052,15,635.256874,0.7507271082646235,0
-15.195244,12,635.605907,0.7507111753082081,0
-18.403448,14,635.982324,0.7552689637868947,0
-69.965015,60,637.852083,0.047584175313863115,0
-15.448651,12,638.143911,0.7518998037638014,0
-19.004104,16,638.574683,0.7595863632799099,0
-69.905535,60,640.20801,0.007131272127275517,0
-19.095212,15,640.639845,0.7536859489730541,0
-19.870992,16,641.066147,0.7587687035544591,0
-69.212697,60,642.658053,0.0,0
-69.955399,60,644.137676,0.06854527469697969,0
-19.489689,15,644.484924,0.7516122320672664,0
-69.051178,60,645.994391,0.0,0
-71.125081,60,647.412858,0.020123540415572256,0
-16.638975,13,647.756684,0.7551379709283743,0
-19.443547,16,648.13407,0.7507707472241102,0
-21.84254,17,648.513334,0.7504176461356463,0
-19.396959,15,648.913689,0.7539029839828876,0
-19.449798,15,649.266358,0.7529491907047716,0
-68.500106,60,650.781246,0.149798947322071,0
-14.017829,11,651.03873,0.7524123485783175,0
-16.319182,13,651.354155,0.7508635540378461,0
-20.729691,16,651.747055,0.7571664961635247,0
-19.054661,15,652.121304,0.7574166933197314,0
-18.855368,15,652.491393,0.7533560554443053,0
-21.021783,17,652.928575,0.7560776151074683,0
-20.592431,16,653.313529,0.7567174377901887,0
-17.973764,14,653.709206,0.7566023998625794,0
-23.276386,20,654.247539,0.7513232063469688,0
-21.381663,17,654.684988,0.7536576254236008,0
-20.593138,16,655.112863,0.7528086440074844,0
-19.939669,16,655.51181,0.7540029622478527,0
-17.224316,13,655.886209,0.7526698451503951,0
-16.670386,13,656.181402,0.7552717405703984,0
-21.081943,17,656.61837,0.7530787933459653,0
